videoID,channelTitle,channelDate,channelViewCount,channelSubscriberCount,channelVideoCount,channelCountry,channelID,commentDate,commentLikeCount,videoGenre,hasDescription,channelDescription,defaultProfilePic,isDuplicateComment,label,comment_hour,comment_dayofweek,time_of_day,account_age_days,account_age_bin,has_likes,likes_bin,subscriber_bin,video_count_bin,is_duplicate,has_country,has_description,has_default_pic,profile_complete_score,profile_complete_bin,comments_per_video,comments_per_video_bin,genre_group,pros_anomaly_score,num_features_used,account_age_bin_score,subscriber_bin_score,profile_complete_bin_score,time_of_day_score,is_duplicate_score,comments_per_video_bin_score,iso_forest_score,iso_forest_anomaly,pros_anomaly_binary,pros_pred
VID_101_2,Channel_101,2022-03-31 00:00:00+00:00,3600,1793,29,DE,CH_0101,2024-12-20 00:00:00+00:00,4,Sports,True,Some description,True,0,0,0,4,Night (0-6),995.0,>1y,1,2-5,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_101_3,Channel_101,2022-03-31 00:00:00+00:00,3600,1793,29,DE,CH_0101,2024-04-30 00:00:00+00:00,2,Sports,True,Some description,True,0,0,0,1,Night (0-6),761.0,>1y,1,2-5,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_101_4,Channel_101,2022-03-31 00:00:00+00:00,3600,1793,29,DE,CH_0101,2023-08-29 00:00:00+00:00,2,Sports,True,Some description,True,0,0,0,1,Night (0-6),516.0,>1y,1,2-5,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_102_0,Channel_102,2020-03-04 00:00:00+00:00,4361,898,45,,CH_0102,2021-08-02 00:00:00+00:00,4,Music,False,,True,0,0,0,0,Night (0-6),516.0,>1y,1,2-5,101-1k,11-50,0,0,0,1,0,None,1,1,Music,-0.028565966872421508,3,-0.009709799595991749,0.022050561482582925,-0.0980386625038557,0.0,0.0,0.0,1,0,0,0
VID_102_1,Channel_102,2020-03-04 00:00:00+00:00,4361,898,45,,CH_0102,2020-07-28 00:00:00+00:00,1,Music,False,,True,0,0,0,1,Night (0-6),146.0,3m-1y,1,1,101-1k,11-50,0,0,0,1,0,None,1,1,Music,-0.019983587780542985,3,0.016037337679643826,0.022050561482582925,-0.0980386625038557,0.0,0.0,0.0,1,0,0,0
VID_102_2,Channel_102,2020-03-04 00:00:00+00:00,4361,898,45,,CH_0102,2022-06-01 00:00:00+00:00,3,Music,False,,True,0,0,0,2,Night (0-6),819.0,>1y,1,2-5,101-1k,11-50,0,0,0,1,0,None,1,1,Music,-0.028565966872421508,3,-0.009709799595991749,0.022050561482582925,-0.0980386625038557,0.0,0.0,0.0,1,0,0,0
VID_102_3,Channel_102,2020-03-04 00:00:00+00:00,4361,898,45,,CH_0102,2021-04-24 00:00:00+00:00,4,Music,False,,True,0,0,0,5,Night (0-6),416.0,>1y,1,2-5,101-1k,11-50,0,0,0,1,0,None,1,1,Music,-0.028565966872421508,3,-0.009709799595991749,0.022050561482582925,-0.0980386625038557,0.0,0.0,0.0,1,0,0,0
VID_102_4,Channel_102,2020-03-04 00:00:00+00:00,4361,898,45,,CH_0102,2021-06-11 00:00:00+00:00,5,Music,False,,True,0,0,0,4,Night (0-6),464.0,>1y,1,2-5,101-1k,11-50,0,0,0,1,0,None,1,1,Music,-0.028565966872421508,3,-0.009709799595991749,0.022050561482582925,-0.0980386625038557,0.0,0.0,0.0,1,0,0,0
VID_103_0,Channel_103,2020-12-30 00:00:00+00:00,613,647,277,DE,CH_0103,2021-11-17 00:00:00+00:00,3,Music,True,Some description,False,0,0,0,2,Night (0-6),322.0,3m-1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Music,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_103_1,Channel_103,2020-12-30 00:00:00+00:00,613,647,277,DE,CH_0103,2022-12-19 00:00:00+00:00,2,Music,True,Some description,False,0,0,0,0,Night (0-6),719.0,>1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Music,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_103_2,Channel_103,2020-12-30 00:00:00+00:00,613,647,277,DE,CH_0103,2023-04-13 00:00:00+00:00,1,Music,True,Some description,False,0,0,0,3,Night (0-6),834.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Music,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_103_3,Channel_103,2020-12-30 00:00:00+00:00,613,647,277,DE,CH_0103,2021-05-04 00:00:00+00:00,3,Music,True,Some description,False,0,0,0,1,Night (0-6),125.0,3m-1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Music,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_103_4,Channel_103,2020-12-30 00:00:00+00:00,613,647,277,DE,CH_0103,2021-10-11 00:00:00+00:00,1,Music,True,Some description,False,0,0,0,0,Night (0-6),285.0,3m-1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Music,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_104_0,Channel_104,2020-01-19 00:00:00+00:00,941,223,261,FR,CH_0104,2022-07-17 00:00:00+00:00,1,Entertainment,True,Some description,False,0,0,0,6,Night (0-6),910.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_104_1,Channel_104,2020-01-19 00:00:00+00:00,941,223,261,FR,CH_0104,2022-07-07 00:00:00+00:00,4,Entertainment,True,Some description,False,0,0,0,3,Night (0-6),900.0,>1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_104_2,Channel_104,2020-01-19 00:00:00+00:00,941,223,261,FR,CH_0104,2021-07-06 00:00:00+00:00,1,Entertainment,True,Some description,False,0,0,0,1,Night (0-6),534.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_104_3,Channel_104,2020-01-19 00:00:00+00:00,941,223,261,FR,CH_0104,2021-02-05 00:00:00+00:00,1,Entertainment,True,Some description,False,0,0,0,4,Night (0-6),383.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_104_4,Channel_104,2020-01-19 00:00:00+00:00,941,223,261,FR,CH_0104,2020-04-02 00:00:00+00:00,1,Entertainment,True,Some description,False,0,0,0,3,Night (0-6),74.0,1-3m,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.01686998236705685,3,0.03399008321709901,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,1,1
VID_105_0,Channel_105,2020-07-06 00:00:00+00:00,61,860,59,CA,CH_0105,2022-07-21 00:00:00+00:00,1,Entertainment,True,Some description,True,0,0,0,3,Night (0-6),745.0,>1y,1,1,101-1k,51-100,0,1,1,1,2,Medium,1,1,Entertainment,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_105_1,Channel_105,2020-07-06 00:00:00+00:00,61,860,59,CA,CH_0105,2021-05-23 00:00:00+00:00,0,Entertainment,True,Some description,True,0,0,0,6,Night (0-6),321.0,3m-1y,0,0,101-1k,51-100,0,1,1,1,2,Medium,1,1,Entertainment,0.017708127129727004,3,0.016037337679643826,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,1,1
VID_105_2,Channel_105,2020-07-06 00:00:00+00:00,61,860,59,CA,CH_0105,2020-07-18 00:00:00+00:00,2,Entertainment,True,Some description,True,0,0,0,5,Night (0-6),12.0,1w-1m,1,2-5,101-1k,51-100,0,1,1,1,2,Medium,1,1,Entertainment,0.0026590285007185815,3,-0.029109958207381437,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_105_3,Channel_105,2020-07-06 00:00:00+00:00,61,860,59,CA,CH_0105,2021-09-29 00:00:00+00:00,4,Entertainment,True,Some description,True,0,0,0,2,Night (0-6),450.0,>1y,1,2-5,101-1k,51-100,0,1,1,1,2,Medium,1,1,Entertainment,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_105_4,Channel_105,2020-07-06 00:00:00+00:00,61,860,59,CA,CH_0105,2022-01-21 00:00:00+00:00,2,Entertainment,True,Some description,True,0,0,0,4,Night (0-6),564.0,>1y,1,2-5,101-1k,51-100,0,1,1,1,2,Medium,1,1,Entertainment,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_106_0,Channel_106,2022-02-19 00:00:00+00:00,10436,925,22,FR,CH_0106,2023-06-17 00:00:00+00:00,1,Sports,True,Some description,False,0,0,0,5,Night (0-6),483.0,>1y,1,1,101-1k,11-50,0,1,1,0,3,High,1,1,Sports,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_106_1,Channel_106,2022-02-19 00:00:00+00:00,10436,925,22,FR,CH_0106,2022-07-28 00:00:00+00:00,2,Sports,True,Some description,False,0,0,0,3,Night (0-6),159.0,3m-1y,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Sports,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_106_2,Channel_106,2022-02-19 00:00:00+00:00,10436,925,22,FR,CH_0106,2022-04-12 00:00:00+00:00,3,Sports,True,Some description,False,0,0,0,1,Night (0-6),52.0,1-3m,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Sports,0.01686998236705685,3,0.03399008321709901,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,1,1
VID_106_3,Channel_106,2022-02-19 00:00:00+00:00,10436,925,22,FR,CH_0106,2023-06-04 00:00:00+00:00,2,Sports,True,Some description,False,0,0,0,6,Night (0-6),470.0,>1y,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Sports,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_106_4,Channel_106,2022-02-19 00:00:00+00:00,10436,925,22,FR,CH_0106,2022-12-05 00:00:00+00:00,0,Sports,True,Some description,False,0,0,0,0,Night (0-6),289.0,3m-1y,0,0,101-1k,11-50,0,1,1,0,3,High,1,1,Sports,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_107_0,Channel_107,2020-12-19 00:00:00+00:00,5149,1279,15,US,CH_0107,2022-12-14 00:00:00+00:00,1,Gaming,True,Some description,False,0,0,0,2,Night (0-6),725.0,>1y,1,1,1k-10k,11-50,0,1,1,0,3,High,1,1,Gaming,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_107_1,Channel_107,2020-12-19 00:00:00+00:00,5149,1279,15,US,CH_0107,2023-03-16 00:00:00+00:00,3,Gaming,True,Some description,False,0,0,0,3,Night (0-6),817.0,>1y,1,2-5,1k-10k,11-50,0,1,1,0,3,High,1,1,Gaming,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_107_2,Channel_107,2020-12-19 00:00:00+00:00,5149,1279,15,US,CH_0107,2022-10-17 00:00:00+00:00,0,Gaming,True,Some description,False,0,0,0,0,Night (0-6),667.0,>1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Gaming,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_107_3,Channel_107,2020-12-19 00:00:00+00:00,5149,1279,15,US,CH_0107,2022-07-18 00:00:00+00:00,0,Gaming,True,Some description,False,0,0,0,0,Night (0-6),576.0,>1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Gaming,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_107_4,Channel_107,2020-12-19 00:00:00+00:00,5149,1279,15,US,CH_0107,2021-05-04 00:00:00+00:00,4,Gaming,True,Some description,False,0,0,0,1,Night (0-6),136.0,3m-1y,1,2-5,1k-10k,11-50,0,1,1,0,3,High,1,1,Gaming,0.008191730108996065,3,0.016037337679643826,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_108_0,Channel_108,2020-06-25 00:00:00+00:00,11243,473,137,US,CH_0108,2022-06-23 00:00:00+00:00,1,Entertainment,True,Some description,False,0,0,0,3,Night (0-6),728.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_108_1,Channel_108,2020-06-25 00:00:00+00:00,11243,473,137,US,CH_0108,2020-07-17 00:00:00+00:00,2,Entertainment,True,Some description,False,0,0,0,4,Night (0-6),22.0,1w-1m,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,-0.004163364774436633,3,-0.029109958207381437,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_108_2,Channel_108,2020-06-25 00:00:00+00:00,11243,473,137,US,CH_0108,2021-12-12 00:00:00+00:00,4,Entertainment,True,Some description,False,0,0,0,6,Night (0-6),535.0,>1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_108_3,Channel_108,2020-06-25 00:00:00+00:00,11243,473,137,US,CH_0108,2023-02-28 00:00:00+00:00,2,Entertainment,True,Some description,False,0,0,0,1,Night (0-6),978.0,>1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_108_4,Channel_108,2020-06-25 00:00:00+00:00,11243,473,137,US,CH_0108,2021-11-08 00:00:00+00:00,3,Entertainment,True,Some description,False,0,0,0,0,Night (0-6),501.0,>1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Entertainment,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_109_0,Channel_109,2021-10-19 00:00:00+00:00,28,1006,73,,CH_0109,2024-04-03 00:00:00+00:00,2,Howto & Style,True,Some description,False,0,0,0,2,Night (0-6),897.0,>1y,1,2-5,1k-10k,51-100,0,0,1,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_109_1,Channel_109,2021-10-19 00:00:00+00:00,28,1006,73,,CH_0109,2024-05-27 00:00:00+00:00,3,Howto & Style,True,Some description,False,0,0,0,0,Night (0-6),951.0,>1y,1,2-5,1k-10k,51-100,0,0,1,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_109_2,Channel_109,2021-10-19 00:00:00+00:00,28,1006,73,,CH_0109,2024-04-10 00:00:00+00:00,1,Howto & Style,True,Some description,False,0,0,0,2,Night (0-6),904.0,>1y,1,1,1k-10k,51-100,0,0,1,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_109_3,Channel_109,2021-10-19 00:00:00+00:00,28,1006,73,,CH_0109,2022-07-19 00:00:00+00:00,2,Howto & Style,True,Some description,False,0,0,0,1,Night (0-6),273.0,3m-1y,1,2-5,1k-10k,51-100,0,0,1,0,2,Medium,1,1,Howto & Style,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_109_4,Channel_109,2021-10-19 00:00:00+00:00,28,1006,73,,CH_0109,2023-04-11 00:00:00+00:00,2,Howto & Style,True,Some description,False,0,0,0,1,Night (0-6),539.0,>1y,1,2-5,1k-10k,51-100,0,0,1,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_110_0,Channel_110,2020-09-08 00:00:00+00:00,17333,43,54,FR,CH_0110,2022-02-14 00:00:00+00:00,1,Howto & Style,True,Some description,True,0,0,0,0,Night (0-6),524.0,>1y,1,1,1-100,51-100,0,1,1,1,2,Medium,1,1,Howto & Style,-0.042585329133958405,3,-0.009709799595991749,-0.13308267003283772,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_110_1,Channel_110,2020-09-08 00:00:00+00:00,17333,43,54,FR,CH_0110,2023-05-17 00:00:00+00:00,2,Howto & Style,True,Some description,True,0,0,0,2,Night (0-6),981.0,>1y,1,2-5,1-100,51-100,0,1,1,1,2,Medium,1,1,Howto & Style,-0.042585329133958405,3,-0.009709799595991749,-0.13308267003283772,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_110_2,Channel_110,2020-09-08 00:00:00+00:00,17333,43,54,FR,CH_0110,2021-09-29 00:00:00+00:00,2,Howto & Style,True,Some description,True,0,0,0,2,Night (0-6),386.0,>1y,1,2-5,1-100,51-100,0,1,1,1,2,Medium,1,1,Howto & Style,-0.042585329133958405,3,-0.009709799595991749,-0.13308267003283772,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_110_3,Channel_110,2020-09-08 00:00:00+00:00,17333,43,54,FR,CH_0110,2022-02-25 00:00:00+00:00,2,Howto & Style,True,Some description,True,0,0,0,4,Night (0-6),535.0,>1y,1,2-5,1-100,51-100,0,1,1,1,2,Medium,1,1,Howto & Style,-0.042585329133958405,3,-0.009709799595991749,-0.13308267003283772,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_110_4,Channel_110,2020-09-08 00:00:00+00:00,17333,43,54,FR,CH_0110,2023-01-13 00:00:00+00:00,3,Howto & Style,True,Some description,True,0,0,0,4,Night (0-6),857.0,>1y,1,2-5,1-100,51-100,0,1,1,1,2,Medium,1,1,Howto & Style,-0.042585329133958405,3,-0.009709799595991749,-0.13308267003283772,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_111_0,Channel_111,2020-04-13 00:00:00+00:00,8565,141,97,UK,CH_0111,2021-05-08 00:00:00+00:00,0,Gaming,True,Some description,False,0,0,0,5,Night (0-6),390.0,>1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Gaming,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_111_1,Channel_111,2020-04-13 00:00:00+00:00,8565,141,97,UK,CH_0111,2021-08-26 00:00:00+00:00,2,Gaming,True,Some description,False,0,0,0,3,Night (0-6),500.0,>1y,1,2-5,101-1k,51-100,0,1,1,0,3,High,1,1,Gaming,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_111_2,Channel_111,2020-04-13 00:00:00+00:00,8565,141,97,UK,CH_0111,2022-07-16 00:00:00+00:00,1,Gaming,True,Some description,False,0,0,0,5,Night (0-6),824.0,>1y,1,1,101-1k,51-100,0,1,1,0,3,High,1,1,Gaming,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_111_3,Channel_111,2020-04-13 00:00:00+00:00,8565,141,97,UK,CH_0111,2021-10-19 00:00:00+00:00,4,Gaming,True,Some description,False,0,0,0,1,Night (0-6),554.0,>1y,1,2-5,101-1k,51-100,0,1,1,0,3,High,1,1,Gaming,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_111_4,Channel_111,2020-04-13 00:00:00+00:00,8565,141,97,UK,CH_0111,2022-05-28 00:00:00+00:00,3,Gaming,True,Some description,False,0,0,0,5,Night (0-6),775.0,>1y,1,2-5,101-1k,51-100,0,1,1,0,3,High,1,1,Gaming,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_112_0,Channel_112,2021-10-05 00:00:00+00:00,27706,2297,61,UK,CH_0112,2023-03-04 00:00:00+00:00,6,Education,True,Some description,False,0,0,0,5,Night (0-6),515.0,>1y,1,6-10,1k-10k,51-100,0,1,1,0,3,High,1,1,Education,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_112_1,Channel_112,2021-10-05 00:00:00+00:00,27706,2297,61,UK,CH_0112,2022-05-25 00:00:00+00:00,2,Education,True,Some description,False,0,0,0,2,Night (0-6),232.0,3m-1y,1,2-5,1k-10k,51-100,0,1,1,0,3,High,1,1,Education,0.008191730108996065,3,0.016037337679643826,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_112_2,Channel_112,2021-10-05 00:00:00+00:00,27706,2297,61,UK,CH_0112,2022-12-19 00:00:00+00:00,3,Education,True,Some description,False,0,0,0,0,Night (0-6),440.0,>1y,1,2-5,1k-10k,51-100,0,1,1,0,3,High,1,1,Education,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_112_3,Channel_112,2021-10-05 00:00:00+00:00,27706,2297,61,UK,CH_0112,2023-08-28 00:00:00+00:00,2,Education,True,Some description,False,0,0,0,0,Night (0-6),692.0,>1y,1,2-5,1k-10k,51-100,0,1,1,0,3,High,1,1,Education,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_112_4,Channel_112,2021-10-05 00:00:00+00:00,27706,2297,61,UK,CH_0112,2024-06-01 00:00:00+00:00,1,Education,True,Some description,False,0,0,0,5,Night (0-6),970.0,>1y,1,1,1k-10k,51-100,0,1,1,0,3,High,1,1,Education,-0.00039064898288245924,3,-0.009709799595991749,0.013968550245855759,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_113_0,Channel_113,2021-07-17 00:00:00+00:00,7739,411,64,,CH_0113,2023-03-04 00:00:00+00:00,2,Entertainment,True,Some description,True,0,0,0,5,Night (0-6),595.0,>1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.003325392251525373,3,-0.009709799595991749,0.022050561482582925,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_113_1,Channel_113,2021-07-17 00:00:00+00:00,7739,411,64,,CH_0113,2024-02-17 00:00:00+00:00,2,Entertainment,True,Some description,True,0,0,0,5,Night (0-6),945.0,>1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.003325392251525373,3,-0.009709799595991749,0.022050561482582925,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_113_2,Channel_113,2021-07-17 00:00:00+00:00,7739,411,64,,CH_0113,2021-11-15 00:00:00+00:00,1,Entertainment,True,Some description,True,0,0,0,0,Night (0-6),121.0,3m-1y,1,1,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,0.005256986840353153,3,0.016037337679643826,0.022050561482582925,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_113_3,Channel_113,2021-07-17 00:00:00+00:00,7739,411,64,,CH_0113,2022-05-06 00:00:00+00:00,3,Entertainment,True,Some description,True,0,0,0,4,Night (0-6),293.0,3m-1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,0.005256986840353153,3,0.016037337679643826,0.022050561482582925,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_113_4,Channel_113,2021-07-17 00:00:00+00:00,7739,411,64,,CH_0113,2022-02-24 00:00:00+00:00,0,Entertainment,True,Some description,True,0,0,0,3,Night (0-6),222.0,3m-1y,0,0,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,0.005256986840353153,3,0.016037337679643826,0.022050561482582925,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_114_0,Channel_114,2022-09-16 00:00:00+00:00,22795,1994,32,AU,CH_0114,2025-01-25 00:00:00+00:00,2,Howto & Style,False,,False,0,0,0,5,Night (0-6),862.0,>1y,1,2-5,1k-10k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_114_1,Channel_114,2022-09-16 00:00:00+00:00,22795,1994,32,AU,CH_0114,2025-01-29 00:00:00+00:00,3,Howto & Style,False,,False,0,0,0,2,Night (0-6),866.0,>1y,1,2-5,1k-10k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_114_2,Channel_114,2022-09-16 00:00:00+00:00,22795,1994,32,AU,CH_0114,2023-08-13 00:00:00+00:00,1,Howto & Style,False,,False,0,0,0,6,Night (0-6),331.0,3m-1y,1,1,1k-10k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_114_3,Channel_114,2022-09-16 00:00:00+00:00,22795,1994,32,AU,CH_0114,2022-10-04 00:00:00+00:00,1,Howto & Style,False,,False,0,0,0,1,Night (0-6),18.0,1w-1m,1,1,1k-10k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,-3.497524485714052e-05,3,-0.029109958207381437,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_114_4,Channel_114,2022-09-16 00:00:00+00:00,22795,1994,32,AU,CH_0114,2025-05-20 00:00:00+00:00,3,Howto & Style,False,,False,0,0,0,1,Night (0-6),977.0,>1y,1,2-5,1k-10k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_115_0,Channel_115,2020-12-19 00:00:00+00:00,30554,1198,25,UK,CH_0115,2022-04-27 00:00:00+00:00,1,Sports,True,Some description,True,0,0,0,2,Night (0-6),494.0,>1y,1,1,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
